gene	symbol
KIF13B	Oligodendrocytes
KIF6	Oligodendrocytes
NIPAL4	Oligodendrocytes
SEC14L5	Oligodendrocytes
SP7	Oligodendrocytes
ST18	Oligodendrocytes
DUSP15	Oligodendrocytes
PRKCZ	Oligodendrocytes
ARSG	Oligodendrocytes
NPC1	Oligodendrocytes
MAG	Oligodendrocytes
SLC25A29	Oligodendrocytes
SLC25A19	Oligodendrocytes
PLEKHH1	Oligodendrocytes
TMEM88B	Oligodendrocytes
DBNDD2	Oligodendrocytes
EFNB3	Oligodendrocytes
SGK3	Oligodendrocytes
PNPLA2	Oligodendrocytes
ARRDC2	Oligodendrocytes
ENPP2	Oligodendrocytes
PLP1	Oligodendrocytes
ITPR2	Oligodendrocytes
MBP	Oligodendrocytes
SLC6A6	Osteoblasts
VDR	Osteoblasts
LRP4	Osteoblasts
EGFL6	Osteoblasts
MMP13	Osteoblasts
GPER1	Osteoblasts
RUNX2	Osteoblasts
NF2	Osteoblasts
LRP5	Osteoblasts
PHEX	Osteoblasts
HIF1A	Osteoblasts
C5AR1	Osteoblasts
CXCL12	Osteoblasts
COL1A1	Osteoblasts
PLCD4	Osteoblasts
FOXO1	Osteoblasts
SOCS3	Osteoblasts
IL33	Osteoblasts
MAGED1	Osteoblasts
PARD6G	Osteoblasts
CD44	Osteoblasts
NLRP3	Osteoblasts
ALPL	Osteoblasts
TNFSF11	Osteoblasts
CCL11	Osteoblasts
SPP1	Osteoblasts
FAS	Osteoblasts
Osteoblasts	DR4|Apo2|TRAILR-1|CD261|TRAILR1
WNT5A	Osteoblasts
CX3CL1	Osteoblasts
F2R	Osteoblasts
PTH1R	Osteoblasts
ITGA2	Osteoblasts
ITGA5	Osteoblasts
NOD1	Osteoblasts
NOD2	Osteoblasts
THY1	Osteoblasts
ESR1	Osteoblasts
CYP27B1	Osteoblasts
P2RX4	Osteoblasts
P2RX5	Osteoblasts
INSR	Osteoblasts
EFNB2	Osteoblasts
EPHB4	Osteoblasts
VCAM1	Osteoblasts
FGFR1	Osteoblasts
FGFR2	Osteoblasts
BGLAP	Osteoblasts
TLR5	Osteoblasts
CALB1	Osteoblasts
COL11A1	Osteoblasts
Osteoblasts	NA
COL11A2	Osteoblasts
IBSP	Osteoblasts
POSTN	Osteoblasts
SFRP4	Osteoblasts
BMP1	Osteoblasts
OLFML2B	Osteoblasts
COL12A1	Osteoblasts
WISP2	Osteoblasts
SP7	Osteoblasts
PENK	Osteoblasts
NPNT	Osteoblasts
OLFML1	Osteoblasts
MITF	Osteoclast
NFKB1	Osteoclast
NFKB2	Osteoclast
TNFRSF11A	Osteoclast
TRAF6	Osteoclast
TREM2	Osteoclast
CYSLTR1	Osteoclast
TLR4	Osteoclast
SOST	Osteoclasts
ZBTB7A	Osteoclasts
SEMA4D	Osteoclasts
KCNMA1	Osteoclasts
TNFRSF11B	Osteoclasts
PTPRA	Osteoclasts
TNFRSF11A	Osteoclasts
MMP9	Osteoclasts
ACP5	Osteoclasts
RAB3B	Osteoclasts
ITPR3	Osteoclasts
NRP2	Osteoclasts
THRA	Osteoclasts
AGER	Osteoclasts
RGS18	Osteoclasts
PTH1R	Osteoclasts
Osteoclasts	BLTR|P2Y7|LTB4R1|P2RY7|GPR16|CMKRL1
TRPV5	Osteoclasts
SNX10	Osteoclasts
CTSK	Osteoclasts
OSCAR	Osteoclasts
SLC2A1	Osteoclasts
DCSTAMP	Osteoclasts
EGFL7	Osteoclasts
SLC39A14	Osteoclasts
AQP9	Osteoclasts
ONECUT1	Osteoclasts
ITGB3	Osteoclasts
ITGB5	Osteoclasts
IRAK3	Osteoclasts
ITGA2	Osteoclasts
TAS1R3	Osteoclasts
SERPINF1	Osteoclasts
ITGAV	Osteoclasts
ITGB1	Osteoclasts
P2RY6	Osteoclasts
CCL3	Osteoclasts
EPHB1	Osteoclasts
Osteoclasts	Car2|CA-II|CAII
HIF1A	Osteoclasts
CX3CR1	Osteoclasts
ESR1	Osteoclasts
EFNB2	Osteoclasts
VDR	Osteoclasts
CASR	Osteoclasts
CD68	Osteoclasts
GRM8	Osteoclasts
SMAD4	Osteoclasts
SPP1	Osteoclasts
SOST	Osteocytes
PFN1	Osteocytes
EFNB2	Osteocytes
PDPN	Osteocytes
FGF23	Osteocytes
SLC2A4	Oxyphil
GCM2	Oxyphil
ONECUT1	Pancreatic
PDX1	Pancreatic
PTF1A	Pancreatic
CXCR4	Pancreatic
ISL1	Pancreatic
NKX2-2	Pancreatic
EPAS1	Pancreatic
ARX	Pancreatic
NEUROG3	Pancreatic
SOX9	Pancreatic
RPL23A	Pancreatic
CTNNB1	Pancreatic
YAP1	Pancreatic
RGS16	Pancreatic
MFNG	Pancreatic
TIMP1	Pancreatic
RGS5	Pancreatic
SPON2	Pancreatic
GEM	Pancreatic
DYNLT1	Pancreatic
PDGFRB	Pancreatic
KRT10	Pancreatic
CYGB	Pancreatic
CTGF	Pancreatic
MMP14	Pancreatic
NDUFA4L2	Pancreatic
PDGFRA	Pancreatic
INHBA	Pancreatic
TGFB1	Pancreatic
COL6A1	Pancreatic
MMP11	Pancreatic
FN1	Pancreatic
COL4A1	Pancreatic
COL6A2	Pancreatic
MGP	Pancreatic
COL3A1	Pancreatic
SPARC	Pancreatic
COL1A1	Pancreatic
TIMP3	Pancreatic
TNFAIP6	Pancreatic
COL1A2	Pancreatic
SFRP2	Pancreatic
COL6A3	Pancreatic
THY1	Pancreatic
DEFA5	Paneth
MMP7	Paneth
AGR2	Paneth
Paneth	cells
Paneth	cells
CSF2	Paneth
Paneth	cells
PLA2G2A	Paneth
PRSS1	Paneth
GUCA2B	Paneth
Paneth	cells
Paneth	cells
MUC2	Paneth
CLCA1	Paneth
GUCA2A	Paneth
REG3G	Paneth
ITLN1	Paneth
RETNLB	Paneth
Paneth	cells
GPX2	Paneth
LGALS2	Paneth
SPINK4	Paneth
FABP4	Paneth
CFD	Paneth
ADIPOQ	Paneth
PNLIPRP2	Paneth
DMBT1	Paneth
NOD2	Paneth
LGR4	Paneth
RIPK2	Paneth
TLR5	Paneth
WNT3	Paneth
KCNN4	Paneth
RAP1A	Paneth
ATG16L1	Paneth
WNT9B	Paneth
DLL4	Paneth
Paneth	cells
Paneth	cells
TLR9	Paneth
CTNNB1	Paneth
DLL1	Paneth
TM4SF20	Paneth
Paneth	cells
DEFA3	Paneth
Paneth	cells
Paneth	cells
Paneth	cells
Paneth	cells
Paneth	cells
Paneth	cells
MPTX1	Paneth
KLF15	Paneth
Paneth	cells
KL	Parathyroid
CASR	Parathyroid
VDR	Parathyroid
FGFR1	Parathyroid
CYP27B1	Parathyroid
LRP2	Parathyroid
PTH	Parathyroid
RAB3A	Parathyroid
Parietal	cells
PODXL	Parietal
KCNQ1	Parietal
PTCH1	Parietal
SHH	Parietal
HIP1R	Parietal
HAMP	Parietal
KCNE2	Parietal
HDC	Parietal
ASAP3	Parietal
SLC12A6	Parietal
AQP4	Parietal
ATP4B	Parietal
BMI1	Parietal
MPZ	Peri-islet
EGFL8	Peri-islet
GFRA1	Peri-islet
OLFML2A	Peri-islet
GULP1	Peri-islet
SLITRK6	Peri-islet
VGLL3	Peri-islet
GFRA3	Peri-islet
INSC	Peri-islet
SLITRK2	Peri-islet
FIGN	Peri-islet
LRRTM1	Peri-islet
SEMA3B	Peri-islet
NGFR	Peri-islet
PNLIPRP1	Peri-islet
GFRA2	Peri-islet
PECAM1	Pericytes
PDGFRB	Pericytes
CSPG4	Pericytes
ANPEP	Pericytes
ACTA2	Pericytes
DES	Pericytes
RGS5	Pericytes
ABCC9	Pericytes
KCNJ8	Pericytes
CD248	Pericytes
DLK1	Pericytes
TEK	Pericytes
NOTCH3	Pericytes
GLI1	Pericytes
ICAM1	Pericytes
ADM	Pericytes
Pericytes	NA
ANGPT1	Pericytes
VEGFA	Pericytes
ZIC1	Pericytes
FOXC1	Pericytes
POSTN	Pericytes
COX4I2	Pericytes
Pericytes	NA
HIGD1B	Pericytes
PDZD2	Pericytes
HSD11B1	Pericytes
MCAM	Pericytes
MXRA8	Pericytes
PDE5A	Pericytes
NR1H3	Pericytes
SERPING1	Pericytes
EMID1	Pericytes
ECM1	Pericytes
COLEC11	Pericytes
RARRES2	Pericytes
REM1	Pericytes
ASPN	Pericytes
CYGB	Pericytes
FABP4	Pericytes
VTN	Pericytes
STEAP4	Pericytes
NDUFA4L2	Pericytes
SLC38A11	Pericytes
ATP13A5	Pericytes
AOC3	Pericytes
ANGPT2	Pericytes
INPP4B	Pericytes
GPIHBP1	Pericytes
VIM	Pericytes
PTH1R	Pericytes
IFITM1	Pericytes
TBX18	Pericytes
NT5E	Pericytes
MFGE8	Pericytes
ALPL	Pericytes
COL1A1	Pericytes
MYO1B	Pericytes
COG7	Pericytes
P2RY14	Pericytes
HEYL	Pericytes
GNB4	Pericytes
MSX1	Pericytes
CTGF	Pericytes
SAT2	Peritubular
LAMC3	Peritubular
APOA1	Peritubular
MYLIP	Peritubular
TMEM98	Peritubular
CYP1B1	Peritubular
KCNMB1	Peritubular
RARRES2	Peritubular
GSTM3	Peritubular
RNASE1	Peritubular
CILP	Peritubular
RASD1	Peritubular
ALDH1A3	Peritubular
INTS6	Peritubular
EPHX1	Peritubular
OSR2	Peritubular
C7	Peritubular
COL15A1	Peritubular
LAMB2	Peritubular
MYH11	Peritubular
TPM1	Peritubular
TPM2	Peritubular
TPM4	Peritubular
MYL9	Peritubular
Peritubular	myoid
WNT2B	Peritubular
RCVRN	Photoreceptor
PDC	Photoreceptor
NRL	Photoreceptor
NR2E3	Photoreceptor
SAG	Photoreceptor
RHO	Photoreceptor
ROM1	Photoreceptor
CRX	Photoreceptor
PDE6G	Photoreceptor
TPBG	Photoreceptor
GABRA1	Photoreceptor
PCBP3	Photoreceptor
FRMD3	Photoreceptor
ADAMTS5	Photoreceptor
RD3L	Photoreceptor
GABRG2	Photoreceptor
CNTN4	Photoreceptor
RNF152	Photoreceptor
SYNE1	Photoreceptor
SEBOX	Photoreceptor
HSPA12A	Photoreceptor
CNTNAP2	Photoreceptor
NLK	Photoreceptor
NTNG1	Photoreceptor
GLS	Photoreceptor
STX3	Photoreceptor
GRM6	Photoreceptor
STRIP2	Photoreceptor
CHGA	Photoreceptor
RNPC3	Photoreceptor
VSTM2B	Photoreceptor
CACNA2D4	Photoreceptor
VSX2	Photoreceptor
TRNP1	Photoreceptor
NEUROD4	Photoreceptor
GNB3	Photoreceptor
OTX2	Photoreceptor
CACNA2D3	Photoreceptor
Photoreceptor	cells
LIN7A	Photoreceptor
CCDC136	Photoreceptor
NDNF	Photoreceptor
GNG13	Photoreceptor
PROX1	Photoreceptor
GPR179	Photoreceptor
CABP5	Photoreceptor
KCNMA1	Photoreceptor
Photoreceptor	cells
LRTM1	Photoreceptor
PRKCA	Photoreceptor
QPCT	Photoreceptor
CPLX3	Photoreceptor
B3GALT2	Photoreceptor
ISL1	Photoreceptor
PCP2	Photoreceptor
ASMT	Pinealocytes
ADRB1	Pinealocytes
TPH1	Pinealocytes
SAG	Pinealocytes
GNGT1	Pinealocytes
GNGT2	Pinealocytes
ROM1	Pinealocytes
CRX	Pinealocytes
CNGB1	Pinealocytes
CNGA1	Pinealocytes
PDE6C	Pinealocytes
SLC6A6	Pinealocytes
ADRA1B	Pinealocytes
DRD4	Pinealocytes
CHRNA3	Pinealocytes
CHRNB4	Pinealocytes
NEUROD1	Pinealocytes
PDE6B	Pinealocytes
CACNA1F	Pinealocytes
GNG13	Pinealocytes
AANAT	Pinealocytes
CREM	Pinealocytes
PDE10A	Pinealocytes
PMEPA1	Pinealocytes
SDC1	Plasma
IRF4	Plasma
CD38	Plasma
PRDM1	Plasma
CD93	Plasma
CD27	Plasma
ENPP1	Plasma
KLF4	Plasma
MS4A4A	Plasma
PIAS1	Plasma
CYCS	Plasma
DIABLO	Plasma
HTRA2	Plasma
MS4A1	Plasma
CD9	Plasma
CD19	Plasma
Plasma	cells
CD37	Plasma
CD40	Plasma
CD74	Plasma
CXCR4	Plasma
GZMB	Plasma
TNFRSF17	Plasma
TNFRSF13B	Plasma
FCGR2B	Plasma
CCR10	Plasma
ABCB9	Plasma
AMPD1	Plasma
ANGPT4	Plasma
Plasma	cells
Plasma	cells
CD79A	Plasma
DENND5B	Plasma
EAF2	Plasma
Plasma	cells
GNG7	Plasma
GPR25	Plasma
Plasma	cells
HIST1H2AE	Plasma
HIST1H2BG	Plasma
Plasma	cells
IGHD	Plasma
IGHE	Plasma
IGHM	Plasma
IGKC	Plasma
Plasma	cells
KCNA3	Plasma
KCNG2	Plasma
LIME1	Plasma
Plasma	cells
MANEA	Plasma
MAST1	Plasma
MROH7	Plasma
MZB1	Plasma
P2RX5	Plasma
PAX7	Plasma
PDK1	Plasma
PNOC	Plasma
RASGRP3	Plasma
Plasma	cells
RGS13	Plasma
Plasma	cells
SIK1	Plasma
SPAG4	Plasma
ST6GALNAC4	Plasma
TGM5	Plasma
TMEM156	Plasma
Plasma	cells
ZBP1	Plasma
Plasma	cells
IGLC2	Plasma
IGHG1	Plasma
Plasma	cells
IGHG3	Plasma
Plasma	cells
IGLC3	Plasma
JCHAIN	Plasma
Plasma	cells
Plasma	cells
Plasma	cells
Plasma	cells
Plasma	cells
SSR4	Plasma
IL16	Plasma
BHLHA15	Plasma
PPIB	Plasma
CD4	Plasmacytoid
CD8A	Plasmacytoid
CD40	Plasmacytoid
CD80	Plasmacytoid
CD83	Plasmacytoid
Plasmacytoid	dendritic
CD86	Plasmacytoid
IL3RA	Plasmacytoid
CCR7	Plasmacytoid
Plasmacytoid	dendritic
CXCR3	Plasmacytoid
TRADD	Plasmacytoid
ARHGAP9	Plasmacytoid
LAMP5	Plasmacytoid
GPR183	Plasmacytoid
MAP3K2	Plasmacytoid
TNFSF13B	Plasmacytoid
PTCRA	Plasmacytoid
ERN1	Plasmacytoid
ETV6	Plasmacytoid
MAP3K8	Plasmacytoid
FAM129C	Plasmacytoid
SPIB	Plasmacytoid
GZMB	Plasmacytoid
CXCR4	Plasmacytoid
PACSIN1	Plasmacytoid
TLR7	Plasmacytoid
TLR9	Plasmacytoid
IRF7	Plasmacytoid
IRF8	Plasmacytoid
IGLL1	Plasmacytoid
CUX2	Plasmacytoid
Plasmacytoid	dendritic
MCTP2	Plasmacytoid
KLK1	Plasmacytoid
Plasmacytoid	dendritic
BLNK	Plasmacytoid
GRM8	Plasmacytoid
PRKCA	Plasmacytoid
CDH1	Plasmacytoid
Plasmacytoid	dendritic
IL17RB	Plasmacytoid
CARD6	Plasmacytoid
CLEC4G	Plasmacytoid
S100A8	Plasmacytoid
JCHAIN	Plasmacytoid
SERPINF1	Plasmacytoid
ITM2C	Plasmacytoid
TCF4	Plasmacytoid
BCL11A	Plasmacytoid
MZB1	Plasmacytoid
DERL3	Plasmacytoid
ZFAT	Plasmacytoid
NRP1	Plasmacytoid
SLC15A4	Plasmacytoid
CCR9	Plasmacytoid
IRF5	Plasmacytoid
BST2	Plasmacytoid
CCL5	Platelets
VEGFA	Platelets
PECAM1	Platelets
Platelets	CD32A|IGFR2|CDw32|FCGR2A1
CD36	Platelets
ITGA2B	Platelets
GP1BA	Platelets
SPN	Platelets
CD46	Platelets
ITGA2	Platelets
ITGB3	Platelets
SELP	Platelets
CD69	Platelets
CD84	Platelets
CD109	Platelets
CCR3	Platelets
CD226	Platelets
TNFSF14	Platelets
LRRC32	Platelets
LTBR	Platelets
PF4	Platelets
GP5	Platelets
F13A1	Platelets
THBS1	Platelets
ABCC4	Platelets
BIN2	Platelets
FERMT3	Platelets
PTCRA	Platelets
TUBB1	Platelets
GP9	Platelets
NCOA4	Platelets
RGS18	Platelets
PPBP	Platelets
DAB2	Platelets
HFE	Platelets
CXCR4	Platelets
CLEC1B	Platelets
MPL	Platelets
F5	Platelets
TREML1	Platelets
P2RY12	Platelets
PRKAR2B	Platelets
STX11	Platelets
MFSD2B	Platelets
ALOX12	Platelets
PLEK	Platelets
SELPLG	Platelets
ADGRE5	Platelets
CD40	Platelets
Platelets	ERO1-alpha|Ero1alpha|ERO1L
CD9	Platelets
F11R	Platelets
TLR4	Platelets
CRLF2	Platelets
IL1A	Platelets
SCARB1	Platelets
ADAM10	Platelets
CCR1	Platelets
CCR4	Platelets
F2R	Platelets
NRGN	Platelets
OST4	Platelets
SPARC	Platelets
GP1BB	Platelets
GPX1	Platelets
Platelets	SDR|PS-p68|cavin-2|SDPR
PPDPF	Platelets
MYL9	Platelets
MAP3K7CL	Platelets
PTGS1	Platelets
GNG11	Platelets
GRAP2	Platelets
CTSA	Platelets
Platelets	G6b|NG31|G6b-B|C6orf25
HIST1H3H	Platelets
WIPF1	Platelets
Platelets	MGC13057|smAKAP
ARHGDIB	Platelets
CDKN2D	Platelets
Platelets	Car2|CA-II|CAII
Platelets	NA
PDLIM1	Platelets
PDZK1IP1	Platelets
AGPAT1	Platelets
SMOX	Platelets
SRGN	Platelets
HIST1H2BK	Platelets
SH3BGRL2	Platelets
ATP2A3	Platelets
ALDH2	Platelets
Platelets	NA
ALOX5AP	Platelets
RAP1B	Platelets
FHL1	Platelets
VWF	Platelets
LAPTM5	Platelets
RASGRP2	Platelets
HIST1H2BC	Platelets
SLC2A3	Platelets
ARHGAP10	Platelets
Platelets	MAR8B|CXX1c|SIRH4|FAM127C
TREML2	Platelets
MMRN1	Platelets
ILK	Platelets
NOD2	Platelets
Platelets	NOX5A|NOX5B
SERPINE1	Platelets
MAPK14	Platelets
ABCA3	Platelets
CXCL14	Platelets
ESAM	Platelets
PREX1	Platelets
S100A9	Platelets
ATP8A1	Platelets
PRKCD	Platelets
PTGS2	Platelets
F7	Platelets
SLC26A4	Platelets
PALLD	Platelets
SLC17A9	Platelets
IL33	Platelets
SIRT3	Platelets
CYP2U1	Platelets
TLR1	Platelets
TLR6	Platelets
BGLAP	Platelets
LGALS8	Platelets
ITGB2	Platelets
CD40LG	Platelets
ANGPT1	Platelets
ACKR3	Platelets
PRMT8	Pluripotent
NCOA5	Pluripotent
TRIM32	Pluripotent
PRDM14	Pluripotent
FGF4	Pluripotent
NANOG	Pluripotent
POU5F1	Pluripotent
MSH2	Pluripotent
Pluripotent	stem
GATA2	Pluripotent
ZFX	Pluripotent
TERF1	Pluripotent
Pluripotent	stem
TERT	Pluripotent
Pluripotent	stem
NAP1L1	Pluripotent
SOX2	Pluripotent
ALPL	Pluripotent
HK2	Pluripotent
SPN	Pluripotent
ESRP1	Pluripotent
PODXL	Podocytes
ADAMTS13	Podocytes
LCN2	Podocytes
VEGFA	Podocytes
SLC2A4	Podocytes
NLRP3	Podocytes
SYNPO	Podocytes
NPHS1	Podocytes
NPHS2	Podocytes
LAMA3	Podocytes
FOXC2	Podocytes
WT1	Podocytes
CD80	Podocytes
DES	Podocytes
PTPRO	Podocytes
LMX1B	Podocytes
MYOC	Podocytes
CDH13	Podocytes
SEMA3G	Podocytes
THSD7A	Podocytes
MAFB	Podocytes
ENPEP	Podocytes
CLIC5	Podocytes
RAB3B	Podocytes
DPP4	Podocytes
ANGPTL2	Podocytes
ITGB5	Podocytes
RHPN1	Podocytes
BCAM	Podocytes
MAGI2	Podocytes
COL4A3	Podocytes
EFNB1	Podocytes
NPR1	Podocytes
PLOD2	Podocytes
SRGAP1	Podocytes
LAMB2	Podocytes
NPR3	Podocytes
ITGA3	Podocytes
PLCE1	Podocytes
PROS1	Podocytes
MERTK	Podocytes
MYO1D	Podocytes
TCF21	Podocytes
TNS2	Podocytes
ADM	Podocytes
OPTN	Podocytes
PARD3B	Podocytes
SEMA3E	Podocytes
MYO1E	Podocytes
NEBL	Podocytes
SH2D4A	Podocytes
TDRD5	Podocytes
PTH1R	Podocytes
IQGAP2	Podocytes
CTGF	Podocytes
FAT1	Podocytes
ILDR2	Podocytes
FOXD1	Podocytes
TRIB2	Podocytes
LOXL2	Podocytes
COL4A5	Podocytes
FOXC1	Podocytes
PLEKHH2	Podocytes
CTNNAL1	Podocytes
DACH1	Podocytes
SULF1	Podocytes
HSPB8	Podocytes
KANK1	Podocytes
ADCY1	Podocytes
DOCK5	Podocytes
CRB2	Podocytes
LRRC49	Podocytes
CORO2B	Podocytes
ARHGAP24	Podocytes
GPRC5A	Podocytes
COL4A4	Podocytes
AIF1L	Podocytes
MET	Podocytes
EPB41L5	Podocytes
DOCK1	Podocytes
AJUBA	Podocytes
CD2AP	Podocytes
GOLIM4	Podocytes
ZBTB8A	Podocytes
Podocytes	NA
TOB1	Podocytes
WSB2	Podocytes
EMC2	Podocytes
EHD4	Podocytes
ZFP91	Podocytes
ETF1	Podocytes
EMC7	Podocytes
LUC7L2	Podocytes
MAPT	Podocytes
CDKN1C	Podocytes
AQP2	Principal
SCNN1A	Principal
AQP3	Principal
KCNJ1	Principal
AVPR2	Principal
SCNN1G	Principal
HSD11B2	Principal
FXYD4	Principal
APELA	Principal
NPNT	Principal
SCNN1B	Principal
KCNE1	Principal
CDH16	Principal
ADGRG1	Principal
TSPAN8	Principal
CDO1	Principal
TMEM45B	Principal
TACSTD2	Principal
PDZK1IP1	Principal
L1CAM	Principal
CLDN4	Principal
TBCK	Principal
TMEM229A	Principal
Principal	cells
GPRC5B	Principal
Principal	cells
PHACTR1	Principal
CELSR2	Principal
FZD7	Principal
SLC2A9	Principal
RNF186	Principal
TRPV5	Principal
STC1	Principal
PELI2	Principal
KLK1	Principal
ACER2	Principal
AQP4	Principal
FZD1	Principal
GATA3	Principal
LGALS3	Principal
PTGES	Principal
TSPAN1	Principal
NR3C2	Principal
HES1	Principal
AQP1	Proximal
CLDN2	Proximal
DPP4	Proximal
ENPEP	Proximal
SLC36A2	Proximal
SLC5A1	Proximal
SLC6A18	Proximal
SLC6A19	Proximal
Proximal	tubule
SLC5A2	Proximal
LRP2	Proximal
PDZK1	Proximal
MIOX	Proximal
SLC34A1	Proximal
TTC36	Proximal
ASS1	Proximal
PCK1	Proximal
FUT9	Proximal
KHK	Proximal
SLC4A4	Proximal
GLYAT	Proximal
FBP1	Proximal
SLC22A6	Proximal
SLC22A12	Proximal
SLC47A1	Proximal
NOX4	Proximal
SLC17A1	Proximal
SLC13A3	Proximal
CYP2E1	Proximal
SLC22A8	Proximal
FOLR1	Proximal
SLC7A13	Proximal
AK4	Proximal
SLC5A8	Proximal
SLC22A1	Proximal
GHR	Proximal
UPB1	Proximal
SLC17A3	Proximal
GCDH	Proximal
GSTZ1	Proximal
ASL	Proximal
FAH	Proximal
Proximal	tubule
Proximal	tubule
TMEM106A	Proximal
GSTA2	Proximal
CRYL1	Proximal
SLC5A12	Proximal
Proximal	tubule
AOAH	Proximal
SLC13A1	Proximal
ABCC2	Proximal
PKHD1	Proximal
SLC9A8	Proximal
Proximal	tubule
Proximal	tubule
SCIN	Proximal
ALPL	Proximal
G6PC	Proximal
Proximal	tubule
SLC22A13	Proximal
SLC22A7	Proximal
SLC16A9	Proximal
AGXT2	Proximal
SORD	Proximal
SOD3	Proximal
HNF4A	Proximal
NME4	Proximal
APOE	Proximal
HGD	Proximal
OSGIN1	Proximal
HSD11B1	Proximal
SERPINF2	Proximal
HAAO	Proximal
PPIC	Proximal
TFF3	Proximal
GNG13	Proximal
SLC23A3	Proximal
GC	Proximal
CACNG5	Proximal
TGFBI	Proximal
RBP4	Proximal
NAPSA	Proximal
MMP11	Pulmonary
ICAM1	Pulmonary
CTGF	Pulmonary
SEMA3B	Pulmonary
Pulmonary	alveolar
SCNN1B	Pulmonary
SEMA3E	Pulmonary
SCNN1G	Pulmonary
SCNN1A	Pulmonary
COL4A4	Pulmonary
CYP4B1	Pulmonary
RTKN2	Pulmonary
CLIC5	Pulmonary
Pulmonary	alveolar
AKAP5	Pulmonary
GPRC5A	Pulmonary
SEC14L3	Pulmonary
COL4A3	Pulmonary
CLDN18	Pulmonary
AGER	Pulmonary
HOPX	Pulmonary
AQP5	Pulmonary
EMP2	Pulmonary
VEGFA	Pulmonary
KRT7	Pulmonary
IGFBP6	Pulmonary
PXDC1	Pulmonary
AQP3	Pulmonary
CRLF1	Pulmonary
EGFL6	Pulmonary
FSTL3	Pulmonary
MEX3B	Pulmonary
RADIL	Pulmonary
SMARCA1	Pulmonary
P2RX7	Pulmonary
PDPN	Pulmonary
IRX1	Pulmonary
EGFL6	Pulmonary
CEBPA	Pulmonary
NKX2-1	Pulmonary
MUC1	Pulmonary
CLDN18	Pulmonary
AGER	Pulmonary
LAMP3	Pulmonary
SFTA2	Pulmonary
SFTPD	Pulmonary
SLC34A2	Pulmonary
Pulmonary	alveolar
SFTPB	Pulmonary
SFTPA1	Pulmonary
SFTPC	Pulmonary
SDC1	Pulmonary
ADGRF5	Pulmonary
ABCD3	Pulmonary
SOAT1	Pulmonary
ETV5	Pulmonary
CD36	Pulmonary
LPCAT1	Pulmonary
NAPSA	Pulmonary
Pulmonary	alveolar
ABCA3	Pulmonary
Pulmonary	alveolar
S100G	Pulmonary
Pulmonary	alveolar
PGC	Pulmonary
CXCR2	Pulmonary
CXCL2	Pulmonary
Pulmonary	alveolar
RUNX3	Pulmonary
CTNND1	Pulmonary
Pulmonary	alveolar
PPP1R14C	Pulmonary
DDX3Y	Pulmonary
PIGR	Pulmonary
Pulmonary	alveolar
Pulmonary	alveolar
Pulmonary	alveolar
LRG1	Pulmonary
NRN1	Pulmonary
PPBP	Pulmonary
IL1B	Pulmonary
INMT	Pulmonary
CRLF1	Pulmonary
ANGPT1	Pulmonary
PDGFRB	Pulmonary
GJA5	Purkinje
B3GAT1	Purkinje
GJC1	Purkinje
KCNK3	Purkinje
NEFM	Purkinje
CALB1	Purkinje
ABAT	Purkinje
GRIN1	Purkinje
GAD1	Purkinje
HDAC6	Purkinje
PRKG1	Purkinje
ATP2B2	Purkinje
PDE5A	Purkinje
ITPR3	Purkinje
PDE1B	Purkinje
PDE1A	Purkinje
Purkinje	neurons
OMP	Purkinje
PDE9A	Purkinje
CBLN1	Purkinje
MRPS35	Purkinje
PVALB	Purkinje
SHANK2	Purkinje
CACNA2D2	Purkinje
NKAIN4	Purkinje
CNTNAP2	Purkinje
TH	Purkinje
CERK	Purkinje
CD3G	Purkinje
KCNA2	Purkinje
SLC22A15	Purkinje
CACNG2	Purkinje
SYT2	Purkinje
CPLX1	Purkinje
PKP4	Purkinje
KCNMA1	Purkinje
ADGRB1	Purkinje
HCN1	Purkinje
SLC24A2	Purkinje
GABRA1	Purkinje
CLSTN3	Purkinje
SLC24A3	Purkinje
DLG4	Purkinje
CNPY1	Purkinje
SLC12A5	Purkinje
SLC32A1	Purkinje
GRIA3	Purkinje
CAMK2A	Purkinje
PENK	Purkinje
HIVEP2	Purkinje
NRIP3	Purkinje
TSHZ1	Purkinje
PCBP3	Purkinje
GPSM1	Purkinje
PPM1E	Purkinje
DLGAP1	Purkinje
GNG4	Purkinje
SHISA8	Purkinje
SYNPR	Purkinje
PRKCA	Purkinje
PCP4L1	Purkinje
PCP4	Purkinje
SLC1A6	Purkinje
GRID2	Purkinje
GAD2	Purkinje
CD3E	Pyramidal
DLG4	Pyramidal
CAMK2A	Pyramidal
GRM1	Pyramidal
GRM5	Pyramidal
TBR1	Pyramidal
POU3F1	Pyramidal
EMX1	Pyramidal
FEZF2	Pyramidal
NRGN	Pyramidal
GRIA3	Pyramidal
SPINK8	Pyramidal
PCP4	Pyramidal
SYNPR	Pyramidal
NR4A2	Pyramidal
AGER	Pyramidal
GRIN2D	Pyramidal
YWHAZ	Pyramidal
KCNN4	Pyramidal
DAB1	Pyramidal
CCM2	Pyramidal
MAP2	Pyramidal
CALB1	Pyramidal
ADRB2	Pyramidal
RTN4	Pyramidal
PDE2A	Pyramidal
KCNB1	Pyramidal
KCNB2	Pyramidal
KCNQ2	Pyramidal
KCNQ3	Pyramidal
SATB2	Pyramidal
OXTR	Pyramidal
